,index,Recipients,Padma Shri State,Padma Shri Field,Padma Shri Awarded By,Padma Bhushan State,Padma Bhushan Field,Padma Bhushan Awarded By,Padma Vibhushan State,Padma Vibhushan Field,Padma Vibhushan Awarded By
1574,1574,Madaram Brahma,"Assam, India",Literature and Education,R. Venkataraman,,,,,,
1575,1575,Madavoor Vasudevan Nair,,,,"Kerala, India",Arts,Pratibha Patil,,,
1576,1576,Madeleine Herman de Blic,Puducherry/India,Social Work,Pranab Mukherjee,,,,,,
1577,1577,Madhav Gadgil,Karnataka,Civil Service,Neelam Sanjiva Reddy,Maharashtra,Science and Engineering,A. P. J. Abdul Kalam,,,
1578,1578,Madhav Sadashiv Gore,,,,"Maharashtra, India",Science and Engineering,Fakhruddin Ali Ahmed,,,
1579,1579,Madhav Shrihari Aney,,,,,,,"Madhya Pradesh, India",Public Affairs,Zakir Husain (politician)
1580,1580,Madhav Vittal Kamath,,,,"Maharashtra, India",Literature and Education,A. P. J. Abdul Kalam,,,
1581,1581,Madhav Yeshwant Gadkari,"Maharashtra, India",Literature and Education,R. Venkataraman,,,,,,
1582,1582,Madhava Ashish,"Uttar Pradesh, India",Science and Engineering,R. Venkataraman,,,,,,
1583,1583,Madhavan Chandradathan,"Kerala, India",Science and Engineering,Pranab Mukherjee,,,,,,
1584,1584,Madhavi Mudgal,Delhi/India,Arts,R. Venkataraman,,,,,,
1585,1585,Madhaviah Krishnan,"Tamil Nadu, India",Arts,V. V. Giri,,,,,,
1586,1586,Madhavrao Bagal,,,,"Maharashtra, India",Social Work,V. V. Giri,,,
1587,1587,Madhu,"Kerala, India",Arts,Pranab Mukherjee,,,,,,
1588,1588,Madhu Mangesh Karnik,"Maharashtra, India",Literature and Education,K. R. Narayanan,,,,,,
1589,1589,Madhu Mansuri Hasmukh,"Jharkhand, India",Arts,Ram Nath Kovind,,,,,,
1590,1590,Madhu Pandit Dasa,"Karnataka, India",Social Work,Pranab Mukherjee,,,,,,
1591,1591,Madhu Sudan Kanungo,"Uttar Pradesh, India",Science and Engineering,A. P. J. Abdul Kalam,,,,,,
1592,1592,Madhukar Keshav Dhavalikar,"Maharashtra, India",Others,Pratibha Patil,,,,,,
1593,1593,Madhumita Bisht,Delhi/India,Sports,A. P. J. Abdul Kalam,,,,,,
1594,1594,Madhup Mudgal,Delhi/India,Arts,A. P. J. Abdul Kalam,,,,,,
1595,1595,Madhur Bhandarkar,"Maharashtra, India",Arts,Pranab Mukherjee,,,,,,
1596,1596,Madhuri Dixit,"Maharashtra, India",Arts,Pratibha Patil,,,,,,
1597,1597,Madhuri R. Shah,"Maharashtra, India",Literature and Education,Fakhruddin Ali Ahmed,,,,,,
1598,1598,Madhusudan Dhaky,,,,"Gujarat, India",Arts,Pratibha Patil,,,
1599,1599,Madurai N. Krishnan,Tamil Nadu,Arts,R. Venkataraman,Tamil Nadu,Arts,A. P. J. Abdul Kalam,,,
1600,1600,Mag Raj Jain,"Rajasthan, India",Social Work,R. Venkataraman,,,,,,
1601,1601,Maganbhai Ramchhodbhai Patel,"Gujarat, India",Science and Engineering,Sarvepalli Radhakrishnan,,,,,,
1602,1602,Maguni Charan Das,"Odisha, India",Arts,A. P. J. Abdul Kalam,,,,,,
1603,1603,Maha Chakri Sirindhorn,,,,,Literature and Education,Pranab Mukherjee,,,
1604,1604,Mahadeva Iyer Ganapati,,,,"Odisha, India",Civil Service,Rajendra Prasad,,,
1605,1605,Mahadevi Varma,,,,Uttar Pradesh,Literature and Education,Rajendra Prasad,Uttar Pradesh,Literature and Education,R. Venkataraman
1606,1606,Mahankali Seetharama Rao,,,,"Andhra Pradesh, India",Medicine,Rajendra Prasad,,,
1607,1607,Maharaj Kishan Bhan,,,,Delhi/India,Civil Service,Pranab Mukherjee,,,
1608,1608,Maharaja Krishna Rasgotra,,,,Delhi/India,Civil Service,K. R. Narayanan,,,
1609,1609,Maharajapuram Santhanam,"Tamil Nadu, India",Arts,R. Venkataraman,,,,,,
1610,1610,Maharao Raghuveer Singh,"Rajasthan, India",Literature and Education,Ram Nath Kovind,,,,,,
1611,1611,Mahasundari Devi,"Bihar, India",Arts,Pratibha Patil,,,,,,
1612,1612,Mahasweta Devi,West Bengal,Social Work,Zail Singh,,,,West Bengal,Literature and Education,A. P. J. Abdul Kalam
1613,1613,Mahdi Hasan,"Uttar Pradesh, India",Medicine,Pratibha Patil,,,,,,
1614,1614,Mahendra Bhandari,"Rajasthan, India",Medicine,K. R. Narayanan,,,,,,
1615,1615,Mahendra Kapoor,"Maharashtra, India",Arts,V. V. Giri,,,,,,
1616,1616,Mahendra Singh Sodha,"Uttar Pradesh, India",Science and Engineering,A. P. J. Abdul Kalam,,,,,,
1617,1617,Mahesh Bhupathi,"Karnataka, India",Sports,K. R. Narayanan,,,,,,
1618,1618,Mahesh Chandra Mehta,Delhi/India,Public Affairs,Pranab Mukherjee,,,,,,
1619,1619,Mahesh Kanodia,"Gujarat, India",Arts,Ram Nath Kovind,,,,,,
1620,1620,Mahesh Prasad Mehray,Uttar Pradesh,Medicine,Rajendra Prasad,Uttar Pradesh,Medicine,V. V. Giri,,,
1621,1621,Mahesh Raj Soni,"Rajasthan, India",Arts,Pranab Mukherjee,,,,,,
1622,1622,Mahesh Sharma,Delhi,Trade and Industry,Pranab Mukherjee,,,,,,
1623,1623,Mahesh Verma,Delhi/India,Medicine,Pranab Mukherjee,,,,,,
1624,1624,Maheswar Neog,"Kerala, India",Literature and Education,V. V. Giri,,,,,,
1625,1625,Mahim Bora,"Assam, India",Literature and Education,Pratibha Patil,,,,,,
1626,1626,Mahipal S. Sachdev,Delhi/India,Medicine,A. P. J. Abdul Kalam,,,,,,
1627,1627,Mahrukh Tarapor,"Maharashtra, India",Arts,Pranab Mukherjee,,,,,,
1628,1628,Maisnam Amubi Singh,"Manipur, India",Arts,V. V. Giri,,,,,,
1629,1629,Maithili Sharan Gupt,,,,"Uttar Pradesh, India",Literature and Education,Rajendra Prasad,,,
1630,1630,Maitreyi Devi,"West Bengal, India",Literature and Education,Fakhruddin Ali Ahmed,,,,,,
1631,1631,Makar Dhwaja Darogha,"Jharkhand, India",Arts,Pratibha Patil,,,,,,
1632,1632,Makhanlal Chaturvedi,,,,"Madhya Pradesh, India",Literature and Education,Sarvepalli Radhakrishnan,,,
1633,1633,Malathi Krishnamurthy Holla,"Karnataka, India",Sports,K. R. Narayanan,,,,,,
1634,1634,Malavika Sarukkai,"Tamil Nadu, India",Arts,A. P. J. Abdul Kalam,,,,,,
1635,1635,Malcolm Adiseshiah,,,,"Tamil Nadu, India",Civil Service,Fakhruddin Ali Ahmed,,,
1636,1636,Malini Awasthi,"Uttar Pradesh, India",Arts,Pranab Mukherjee,,,,,,
1637,1637,Mallika Sarabhai,,,,"Gujarat, India",Arts,Pratibha Patil,,,
1638,1638,Mallika Srinivasan,"Tamil Nadu, India",Trade and Industry,Pranab Mukherjee,,,,,,
1639,1639,Mallikarjun Mansur,Karnataka,Arts,V. V. Giri,Karnataka,Arts,Fakhruddin Ali Ahmed,Karnataka,Arts,R. Venkataraman
1640,1640,Malti Joshi,"Madhya Pradesh, India",Literature and Education,Ram Nath Kovind,,,,,,
1641,1641,Malvika Sabharwal,Delhi/India,Medicine,Pratibha Patil,,,,,,
1642,1642,Mamang Dai,Arunachal Pradesh,Literature and Education,Pratibha Patil,,,,,,
1643,1643,Mamidipudi Venkatarangayya,,,,"Andhra Pradesh, India",Literature and Education,Zakir Husain (politician),,,
1644,1644,Mammen Chandy,"West Bengal, India",Medicine,Ram Nath Kovind,,,,,,
1645,1645,Mammen Mathew,"Kerala, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,
1646,1646,Mammootty,"Kerala, India",Arts,K. R. Narayanan,,,,,,
1647,1647,Mamraj Agrawal,"West Bengal, India",Social Work,Pratibha Patil,,,,,,
1648,1648,Mamta Chandrakar,"Chhattisgarh, India",Arts,Pranab Mukherjee,,,,,,
1649,1649,Mamta Sodha,"Haryana, India",Sports,Pranab Mukherjee,,,,,,
1650,1650,Man Mohan Sharma,,,,Maharashtra,Science and Engineering,Zail Singh,Maharashtra,Science and Engineering,K. R. Narayanan
1651,1651,Man Mohan Suri,"Punjab, India",Science and Engineering,Rajendra Prasad,,,,,,
1652,1652,Manas Bihari Verma,"Bihar, India",Science and Engineering,Ram Nath Kovind,,,,,,
1653,1653,Manas Chaudhuri,"Meghalaya, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,
1654,1654,Mandan Mishra,Delhi/India,Literature and Education,K. R. Narayanan,,,,,,
1655,1655,Maneklal Sankalchand Thacker,,,,Delhi/India,Literature and Education,Rajendra Prasad,,,
1656,1656,Mangesh Padgaonkar,,,,"Maharashtra, India",Literature and Education,Pranab Mukherjee,,,
1657,1657,Mangru Ganu Uikey,"Madhya Pradesh, India",Social Work,Zakir Husain (politician),,,,,,
1658,1658,Mani Krishnaswami,"Tamil Nadu, India",Arts,K. R. Narayanan,,,,,,
1659,1659,Mani Kumar Chetri,"West Bengal, India",Medicine,V. V. Giri,,,,,,
1660,1660,Mani Lal Bhaumik,United States,Science and Engineering,Pratibha Patil,,,,,,
1661,1661,Mani Madhava Chakyar,"Kerala, India",Arts,V. V. Giri,,,,,,
1662,1662,Mani Ratnam,"Tamil Nadu, India",Arts,K. R. Narayanan,,,,,,
1663,1663,Maniben Kara,"Maharashtra, India",Social Work,V. V. Giri,,,,,,
1664,1664,Manibhai Desai,"Maharashtra, India",Social Work,Zakir Husain (politician),,,,,,
1665,1665,Manibhai J. Patel,,,,"Madhya Pradesh, India",Trade and Industry,V. V. Giri,,,
1666,1666,Manik Varma,"Maharashtra, India",Arts,V. V. Giri,,,,,,
1667,1667,Manikonda Chalapathi Rau,,,,"Andhra Pradesh, India",Literature and Education,Zakir Husain (politician),,,
1668,1668,Manikya Lal Verma,,,,"Rajasthan, India",Social Work,Sarvepalli Radhakrishnan,,,
1669,1669,Manilal Nag,"West Bengal, India",Arts,Ram Nath Kovind,,,,,,
1670,1670,Manindra Agrawal,"Uttar Pradesh, India",Science and Engineering,Pranab Mukherjee,,,,,,
1671,1671,Manju Bharat Ram,Delhi/India,Social Work,Pranab Mukherjee,,,,,,
1672,1672,Manju Sharma,,,,Delhi/India,Science and Engineering,A. P. J. Abdul Kalam,,,
1673,1673,Manjul Bhargava,,,,Canada,Science and Engineering,Pranab Mukherjee,,,
1674,1674,Manjula Anagani,"Telangana, India",Medicine,Pranab Mukherjee,,,,,,
1675,1675,Manmohan Attavar,"Karnataka, India",Science and Engineering,K. R. Narayanan,,,,,,
1676,1676,Manmohan Mahapatra,"Odisha, India",Arts,Ram Nath Kovind,,,,,,
1677,1677,Manmohan Singh,,,,,,,Delhi/India,Civil Service,Zail Singh
1678,1678,Manna Dey,Maharashtra,Arts,V. V. Giri,Karnataka,Arts,A. P. J. Abdul Kalam,,,
1679,1679,Mannathu Padmanabha Pillai,,,,"Kerala, India",Social Work,Sarvepalli Radhakrishnan,,,
1680,1680,Manohar Lal Chibber,,,,Delhi/India,Civil Service,Zail Singh,,,
1681,1681,Manohar Parrikar,,,,"Goa, India",Public Affairs,Ram Nath Kovind,,,
1682,1682,Manoj Bajpayee,"Maharashtra, India",Arts,Ram Nath Kovind,,,,,,
1683,1683,Manoj Das,Puducherry,Literature and Education,K. R. Narayanan,Puducherry,Literature and Education,Ram Nath Kovind,,,
1684,1684,Manoj Joshi,"Maharashtra, India",Arts,Ram Nath Kovind,,,,,,
1685,1685,Manoj Kumar,"Maharashtra, India",Arts,R. Venkataraman,,,,,,
1686,1686,Manorama,"Tamil Nadu, India",Arts,K. R. Narayanan,,,,,,
1687,1687,Manorama Jafa,Delhi/India,Literature and Education,Pranab Mukherjee,,,,,,
1688,1688,Manoranjan Das,"Odisha, India",Arts,A. P. J. Abdul Kalam,,,,,,
1689,1689,Mansoor Ali Khan Pataudi,Delhi/India,Sports,Sarvepalli Radhakrishnan,,,,,,
1690,1690,Mansoor Hasan,"Uttar Pradesh, India",Medicine,Pratibha Patil,,,,,,
1691,1691,Mansukhlal Atmaram Master,,,,"Maharashtra, India",Public Affairs,Zakir Husain (politician),,,
1692,1692,Manu Parekh,Delhi/India,Arts,R. Venkataraman,,,,,,
1693,1693,Manubhai Pancholi,,,,"Gujarat, India",Public Affairs,R. Venkataraman,,,
1694,1694,Manzoor Ahtesham,"Madhya Pradesh, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,
1695,1695,Maqbool Ahmed Lari,"Uttar Pradesh, India",Literature and Education,V. V. Giri,,,,,,
1696,1696,Marachi Subburaman,"Tamil Nadu, India",Social Work,Ram Nath Kovind,,,,,,
1697,1697,Maria Aurora Couto,"Goa, India",Literature and Education,Pratibha Patil,,,,,,
1698,1698,Maria Renee Cura,Argentina,Science and Engineering,Zail Singh,,,,,,
1699,1699,Mariadas Ruthnaswamy,,,,"Tamil Nadu, India",Literature and Education,Zakir Husain (politician),,,
1700,1700,Marie Seton,,,,,Literature and Education,Zail Singh,,,
1701,1701,Mario Miranda,Maharashtra,Literature and Education,R. Venkataraman,Goa,Literature and Education,K. R. Narayanan,Goa,Arts,Pratibha Patil
1702,1702,Mariyappan Thangavelu,"Tamil Nadu, India",Sports,Pranab Mukherjee,,,,,,
1703,1703,Mark Tully,Germany,Literature and Education,R. Venkataraman,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,
1704,1704,Martand Singh,,,,Delhi/India,Public Affairs,Zail Singh,,,
1705,1705,Martha Chen,United States,Social Work,Pratibha Patil,,,,,,
1706,1706,Mary Clubwala Jadhav,,,,Maharashtra,Social Work,Zakir Husain (politician),Tamil Nadu,Social Work,Fakhruddin Ali Ahmed
1707,1707,Mary Kom,Manipur,Sports,A. P. J. Abdul Kalam,Manipur,Sports,Pranab Mukherjee,Manipur,Sports,Ram Nath Kovind
1708,1708,Mary Poonen Lukose,"Kerala, India",Medicine,Fakhruddin Ali Ahmed,,,,,,
1709,1709,Mary Verghese,"Tamil Nadu, India",Medicine,V. V. Giri,,,,,,
1710,1710,Masud Hassan Rizvi,"Uttar Pradesh, India",Literature and Education,V. V. Giri,,,,,,
1711,1711,Mata Prasad,,,,"Uttar Pradesh, India",Civil Service,Pratibha Patil,,,
1712,1712,Mathew Kalarickal,"Tamil Nadu, India",Medicine,K. R. Narayanan,,,,,,
1713,1713,Mathoor Krishnamurty,"Karnataka, India",Literature and Education,Pratibha Patil,,,,,,
1714,1714,Mathur Savani,"Gujarat, India",Social Work,Pranab Mukherjee,,,,,,
1715,1715,Mattannoor Sankarankutty,"Kerala, India",Arts,Pratibha Patil,,,,,,
1716,1716,Mavelikara Krishnankutty Nair,"Kerala, India",Arts,Zail Singh,,,,,,
1717,1717,Mayadhar Mansingh,"Odisha, India",Literature and Education,Sarvepalli Radhakrishnan,,,,,,
1718,1718,Mayadhar Raut,Delhi/India,Arts,Pratibha Patil,,,,,,
1719,1719,Mayangnokcha Ao,"Nagaland, India",Literature and Education,Zail Singh,,,,,,
1720,1720,Mayilvahanan Natarajan,"Tamil Nadu, India",Medicine,A. P. J. Abdul Kalam,,,,,,
1721,1721,Mecca Rafeeque Ahmed,"Tamil Nadu, India",Trade and Industry,Pratibha Patil,,,,,,
1722,1722,Meenakshi Amma,"Kerala, India",Others,Pranab Mukherjee,,,,,,
1723,1723,Meenakshi Chitharanjan,"Tamil Nadu, India",Arts,Pratibha Patil,,,,,,
1724,1724,Meenakshi Gopinath,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,,,,
1725,1725,Meenakshi Jain,Delhi/India,Literature and Education,Ram Nath Kovind,,,,,,
1726,1726,Meenakshi Sargogi,"West Bengal, India",Trade and Industry,R. Venkataraman,,,,,,
1727,1727,Meera Mukherjee,"West Bengal, India",Arts,R. Venkataraman,,,,,,
1728,1728,Meetha Lal Mehta,"Rajasthan, India",Social Work,Pranab Mukherjee,,,,,,
1729,1729,Meghnad Desai,,,,"Gujarat, India",Public Affairs,Pratibha Patil,,,
1730,1730,Mehboob Khan,"Maharashtra, India",Arts,Sarvepalli Radhakrishnan,,,,,,
1731,1731,Mehdi Nawaz Jung,,,,,,,"Andhra Pradesh, India",Public Affairs,Sarvepalli Radhakrishnan
1732,1732,Mehmood Dhaulpuri,Delhi/India,Arts,A. P. J. Abdul Kalam,,,,,,
1733,1733,Mehmooda Ali Shah,Jammu & Kashmir/India,Literature and Education,A. P. J. Abdul Kalam,,,,,,
1734,1734,Mehrunnisa Parvez,"Madhya Pradesh, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,
1735,1735,Melhupra Vero,"Nagaland, India",Social Work,A. P. J. Abdul Kalam,,,,,,
1736,1736,Melville de Mellow,"Rajasthan, India",Arts,Sarvepalli Radhakrishnan,,,,,,
1737,1737,Mian Bashir Ahmed,,,,Jammu & Kashmir/India,Public Affairs,Pratibha Patil,,,
1738,1738,Michael Ferreira,,,,"Maharashtra, India",Sports,Zail Singh,,,
1739,1739,Michael Postel,France,Arts,Pranab Mukherjee,,,,,,
1740,1740,Michel Danino,"Tamil Nadu, India",Literature and Education,Pranab Mukherjee,,,,,,
1741,1741,Mihir Sen,West Bengal,Sports,Rajendra Prasad,West Bengal,Sports,Sarvepalli Radhakrishnan,,,
1742,1742,Milena Salvini,,Arts,Ram Nath Kovind,,,,,,
1743,1743,Milind Kamble,"Maharashtra, India",Trade and Industry,Pranab Mukherjee,,,,,,
1744,1744,Milind Vasant Kirtane,"Maharashtra, India",Medicine,Pranab Mukherjee,,,,,,
1745,1745,Milkha Singh,Chandigarh/India,Sports,Rajendra Prasad,,,,,,
1746,1746,Milon K. Banerji,,,,,,,Delhi/India,Public Affairs,A. P. J. Abdul Kalam
1747,1747,Minati Mishra,"Odisha, India",Arts,Pratibha Patil,,,,,,
1748,1748,Minoo Merwan Engineer,,,,"Gujarat, India",Civil Service,V. V. Giri,,,
1749,1749,Minoru Hara,,,,,Literature and Education,Pratibha Patil,,,
1750,1750,Mira Behn,,,,,,,,Social Work,Neelam Sanjiva Reddy
1751,1751,Mira Nair,,,,Delhi/India,Arts,Pratibha Patil,,,
1752,1752,Mirza Hameedullah Beg,,,,,,,Delhi/India,Public Affairs,R. Venkataraman
1753,1753,Mithali Raj,"Telangana, India",Sports,Pranab Mukherjee,,,,,,
1754,1754,Mithan Jamshed Lam,,,,"Maharashtra, India",Public Affairs,Rajendra Prasad,,,
1755,1755,Mithu Alur,"Maharashtra, India",Social Work,R. Venkataraman,,,,,,
1756,1756,Mithuben Petit,"Gujarat, India",Social Work,Rajendra Prasad,,,,,,
1757,1757,Mitraniketan Viswanathan,"Kerala, India",Social Work,Pratibha Patil,,,,,,
1758,1758,Mogubai Kurdikar,,,,"Maharashtra, India",Arts,V. V. Giri,,,
1759,1759,Mohamed Zainuddin Juvale,"Maharashtra, India",Civil Service,Neelam Sanjiva Reddy,,,,,,
1760,1760,Mohammad Ahmed Zaki,"Andhra Pradesh, India",Civil Service,K. R. Narayanan,,,,,,
1761,1761,Mohammad Ali Baig,"Andhra Pradesh, India",Arts,Pranab Mukherjee,,,,,,
1762,1762,Mohammad Amin,,,,Delhi/India,Literature and Education,Pratibha Patil,,,
1763,1763,Mohammad Azharuddin,"Andhra Pradesh, India",Sports,R. Venkataraman,,,,,,
1764,1764,Mohammad Hamid Ansari,Delhi/India,Civil Service,Zail Singh,,,,,,
1765,1765,Mohammad Izhar Alam,"Bihar, India",Civil Service,Zail Singh,,,,,,
1766,1766,Mohammad Mujeeb,,,,Delhi/India,Literature and Education,Sarvepalli Radhakrishnan,,,
1767,1767,Mohammad Shahid,"Uttar Pradesh, India",Sports,Zail Singh,,,,,,
1768,1768,Mohammad Sharaf-e-Alam,"Bihar, India",Literature and Education,Pranab Mukherjee,,,,,,
1769,1769,Mohammad Yousuf Taing,Jammu & Kashmir/India,Literature and Education,Pratibha Patil,,,,,,
1770,1770,Mohammad Yunus,,,,Delhi/India,Civil Service,Zail Singh,,,
1771,1771,Mohammed Hanif Khan Shastri,Delhi/India,Literature and Education,Ram Nath Kovind,,,,,,
1772,1772,Mohammed Rafi,"Punjab, India",Arts,Sarvepalli Radhakrishnan,,,,,,
1773,1773,Mohammed Tayab Khan,"Rajasthan, India",Arts,K. R. Narayanan,,,,,,
1774,1774,Mohammed Zahur Khayyam,,,,"Maharashtra, India",Arts,Pratibha Patil,,,
1775,1775,Mohan Agashe,"Maharashtra, India",Arts,R. Venkataraman,,,,,,
1776,1776,Mohan Babu,"Andhra Pradesh, India",Arts,A. P. J. Abdul Kalam,,,,,,
1777,1777,Mohan Dharia,,,,,,,"Maharashtra, India",Social Work,A. P. J. Abdul Kalam
1778,1778,Mohan Kameswaran,"Tamil Nadu, India",Medicine,A. P. J. Abdul Kalam,,,,,,
1779,1779,Mohan Mishra,"Bihar, India",Medicine,Pranab Mukherjee,,,,,,
1780,1780,Mohan Ranade,"Maharashtra, India",Public Affairs,K. R. Narayanan,,,,,,
1781,1781,Mohan Singh Gunjyal,Arunachal Pradesh,Sports,A. P. J. Abdul Kalam,,,,,,
1782,1782,Mohan Singh Kohli,,,,Delhi/India,Sports,Sarvepalli Radhakrishnan,,,
1783,1783,Mohan Singh Oberoi,,,,Delhi/India,Trade and Industry,K. R. Narayanan,,,
1784,1784,Mohan Sinha Mehta,,,,,,,"Rajasthan, India",Civil Service,Zakir Husain (politician)
1785,1785,Mohanlal,Kerala,Arts,K. R. Narayanan,Kerala,Arts,Ram Nath Kovind,,,
1786,1786,Mohanlal Chaturbhuj Kumhar,"Rajasthan, India",Arts,Pratibha Patil,,,,,,
1787,1787,Mohanlal Lallubhai Dantwala,,,,"Maharashtra, India",Science and Engineering,Zakir Husain (politician),,,
1788,1788,Mohanmullji Chordia,"Tamil Nadu, India",Trade and Industry,V. V. Giri,,,,,,
1789,1789,Mohd. Shafi Khan Bekal Utsahi,"Uttar Pradesh, India",Literature and Education,Fakhruddin Ali Ahmed,,,,,,
1790,1790,Mohinder Singh Randhawa,,,,"Punjab, India",Science and Engineering,V. V. Giri,,,
1791,1791,Mohsin Wali,Delhi/India,Medicine,A. P. J. Abdul Kalam,,,,,,
1792,1792,Moinuddin Khan,"Rajasthan, India",Arts,Pranab Mukherjee,,,,,,
1793,1793,Mona Chandravati Gupta,"Uttar Pradesh, India",Social Work,Sarvepalli Radhakrishnan,,,,,,
1794,1794,Montek Singh Ahluwalia,,,,,,,Delhi/India,Public Affairs,Pratibha Patil
1795,1795,Moosa Raza,,,,Delhi/India,Civil Service,Pratibha Patil,,,
1796,1796,Moozhikkal Pankajakshi,"Kerala, India",Arts,Ram Nath Kovind,,,,,,
1797,1797,Moozhikkulam Kochukuttan Chakyar,"Kerala, India",Arts,Pratibha Patil,,,,,,
1798,1798,Morup Namgyal,Jammu & Kashmir/India,Arts,A. P. J. Abdul Kalam,,,,,,
1799,1799,Mother Teresa,"West Bengal, India",Social Work,Rajendra Prasad,,,,,,
1800,1800,Moti Lal Dhar,"Uttar Pradesh, India",Science and Engineering,V. V. Giri,,,,,,
1801,1801,Moti Lal Kemmu,Jammu & Kashmir/India,Arts,Pratibha Patil,,,,,,
1802,1802,Motilal Jotwani,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,,,,
1803,1803,Moturi Satyanarayana,Tamil Nadu,Public Affairs,Rajendra Prasad,Tamil Nadu,Public Affairs,Rajendra Prasad,,,
1804,1804,Mrinal Datta Chaudhuri,,,,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,
1805,1805,Mrinal Miri,,,,"Meghalaya, India",Literature and Education,A. P. J. Abdul Kalam,,,
1806,1806,Mrinal Pande,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,,,,
1807,1807,Mrinal Sen,,,,"West Bengal, India",Arts,Neelam Sanjiva Reddy,,,
1808,1808,Mrinalini Sarabhai,Gujarat,Arts,Sarvepalli Radhakrishnan,Gujarat,Arts,R. Venkataraman,,,
1809,1809,Mrityunjay Athreya,,,,Delhi/India,Literature and Education,Pranab Mukherjee,,,
1810,1810,Ms. Dulari Devi,"Bihar, India",Arts,Ram Nath Kovind,,,,,,
1811,1811,Ms. Jaswantiben Jamnadas Popat,"Maharashtra, India",Trade and Industry,Ram Nath Kovind,,,,,,
1812,1812,Ms. Mouma Das,"West Bengal, India",Sports,Ram Nath Kovind,,,,,,
1813,1813,Ms. Pappammal,"Tamil Nadu, India",Agriculture,Ram Nath Kovind,,,,,,
1814,1814,Mudundi Ramakrishna Raju,"Andhra Pradesh, India",Science and Engineering,Pranab Mukherjee,,,,,,
1815,1815,Mujtaba Hussain,"Andhra Pradesh, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,
1816,1816,Mukesh Batra,"Maharashtra, India",Medicine,Pratibha Patil,,,,,,
1817,1817,Mukesh Kumar,"Andhra Pradesh, India",Sports,A. P. J. Abdul Kalam,,,,,,
1818,1818,Muktaben Pankajkumar Dagli,"Gujarat, India",Social Work,Ram Nath Kovind,,,,,,
1819,1819,Mukul Chandra Goswami,"Assam, India",Social Work,Pranab Mukherjee,,,,,,
1820,1820,Mukund Lath,"Rajasthan, India",Arts,Pratibha Patil,,,,,,
1821,1821,Mukund Nayak,"Jharkhand, India",Arts,Pranab Mukherjee,,,,,,
1822,1822,Mulk Raj Anand,,,,"Maharashtra, India",Literature and Education,Sarvepalli Radhakrishnan,,,
1823,1823,Mulk Raj Saraf,Jammu & Kashmir/India,Literature and Education,Fakhruddin Ali Ahmed,,,,,,
1824,1824,Mungtu Ram Jaipuria,,,,Delhi/India,Social Work,V. V. Giri,,,
1825,1825,Munirathna Anandakrishnan,"Tamil Nadu, India",Literature and Education,K. R. Narayanan,,,,,,
1826,1826,Murli Manohar Joshi,,,,,,,"Uttar Pradesh, India",Public Affairs,Pranab Mukherjee
1827,1827,Murlikant Petkar,"Maharashtra, India",Sports,Ram Nath Kovind,,,,,,
1828,1828,Murugappa Channaveerappa Modi,Karnataka,Medicine,Rajendra Prasad,Karnataka,Medicine,Zakir Husain (politician),,,
